id,SalePrice
1461,2.545977310141502
1462,2.5579524131970715
1463,2.5729044240228207
1464,2.5804417604038266
1465,2.57616202633968
1466,2.570522784411156
1467,2.5795132778186227
1468,2.565997487585218
1469,2.5767706555248417
1470,2.540526997127015
1471,2.5772967568498237
1472,2.539615864288897
1473,2.533301890124832
1474,2.556836187576913
1475,2.5447054123901687
1476,2.6154573696541443
1477,2.5920180766571796
1478,2.6033310375188115
1479,2.598559656814491
1480,2.640178168913279
1481,2.609900628648364
1482,2.5801461898587967
1483,2.5734818853220363
1484,2.567162010507807
1485,2.5731421683317603
1486,2.5824168489735078
1487,2.6174340484254093
1488,2.592930651494646
1489,2.575730904348786
1490,2.5916774040662207
1491,2.5814002744736615
1492,2.5261791154343354
1493,2.5801266223652206
1494,2.604653905404305
1495,2.6053477318737417
1496,2.5842969887402445
1497,2.5729136769781173
1498,2.5623869082182313
1499,2.5629428292703524
1500,2.5586627002658275
1501,2.5649656133163816
1502,2.5583586157657114
1503,2.6013931291011136
1504,2.593835138682399
1505,2.588363038646267
1506,2.5741323256420974
1507,2.59948837810152
1508,2.575776736915049
1509,2.562210028491704
1510,2.550396421658351
1511,2.5533469872858445
1512,2.5702557465302216
1513,2.556913374236597
1514,2.570568769519199
1515,2.5822886427019514
1516,2.555658555771215
1517,2.565803459417909
1518,2.5499139780731936
1519,2.5914186466628397
1520,2.54520720483178
1521,2.547267067395614
1522,2.5677895898285477
1523,2.534137832648309
1524,2.5402065849720685
1525,2.542560164283128
1526,2.529906931995957
1527,2.5265682461797896
1528,2.563080823889653
1529,2.548268491149668
1530,2.5877528701015304
1531,2.5315814710334
1532,2.5291580150399677
1533,2.5543716695436403
1534,2.549607237838447
1535,2.5648564851475038
1536,2.537271503127167
1537,2.50097790065965
1538,2.565715472575291
1539,2.5707180480736938
1540,2.5339935576856383
1541,2.549478905496528
1542,2.557668115594076
1543,2.573474510556617
1544,2.519831610619527
1545,2.541675822804957
1546,2.5385521924278893
1547,2.548253584424778
1548,2.5522924798962734
1549,2.5395240187562464
1550,2.539313433789783
1551,2.538608219320249
1552,2.5448125995634605
1553,2.5616811536015365
1554,2.5460335207250706
1555,2.559299687529729
1556,2.5250752846628783
1557,2.5279938615625817
1558,2.531345485488142
1559,2.524312370194271
1560,2.5357954061250214
1561,2.5528736895340005
1562,2.5497804738372856
1563,2.543143561019922
1564,2.5582727444206266
1565,2.552723152158687
1566,2.5916110095413076
1567,2.5123945086928714
1568,2.584797214362875
1569,2.541049089408088
1570,2.550580313433157
1571,2.5401277453443925
1572,2.558592386397908
1573,2.592821955708561
1574,2.543433412659982
1575,2.5908590407186143
1576,2.5893239444373446
1577,2.5759656039894754
1578,2.544659087079187
1579,2.55388913271723
1580,2.578889170456111
1581,2.5641663680537277
1582,2.5431392226766416
1583,2.6129566332365295
1584,2.5914014548638438
1585,2.556468627869181
1586,2.5181729348435713
1587,2.534740897755827
1588,2.55952407418075
1589,2.533030786125683
1590,2.551894351662499
1591,2.5275555147813438
1592,2.5419582411465327
1593,2.5402406842061356
1594,2.563120146885077
1595,2.5321740262436023
1596,2.57991166460086
1597,2.5680780938766192
1598,2.5795633137352563
1599,2.568513951146931
1600,2.567101453396705
1601,2.502295828804971
1602,2.541557870220618
1603,2.517807378841671
1604,2.599918055436
1605,2.5932624331210414
1606,2.56751608447075
1607,2.5755514562626685
1608,2.581703258311183
1609,2.575658041812984
1610,2.5634777628065435
1611,2.5492538193382344
1612,2.5687065288193396
1613,2.5686969382470823
1614,2.548339623814008
1615,2.5328527372104457
1616,2.5231989639510277
1617,2.531511756855886
1618,2.5493782270709384
1619,2.556729453052263
1620,2.573688259138548
1621,2.555367149386686
1622,2.5597058208922605
1623,2.6043648213242307
1624,2.5818133575248443
1625,2.5406364224709233
1626,2.567154610195833
1627,2.578018856891076
1628,2.6065961441731362
1629,2.573832227297329
1630,2.6221779186980285
1631,2.5816983440476293
1632,2.5881327279128086
1633,2.5713040287658817
1634,2.573360909021568
1635,2.5683971633157086
1636,2.5619374804074333
1637,2.576315592757075
1638,2.58244154968349
1639,2.5774881805118284
1640,2.605634294760993
1641,2.576213194605522
1642,2.587088324492746
1643,2.588587577405506
1644,2.5928250113969193
1645,2.5921974071546794
1646,2.5591432211802054
1647,2.5642374475584337
1648,2.5463483349972718
1649,2.549458515779553
1650,2.540095124066056
1651,2.546291101453263
1652,2.5372831440806403
1653,2.5390730394566754
1654,2.554980089078761
1655,2.554059723514148
1656,2.552659745821857
1657,2.555934150891081
1658,2.5544895837300956
1659,2.5500271610250245
1660,2.555883274983674
1661,2.6335641559368406
1662,2.6251822859175977
1663,2.6200017272386704
1664,2.652135647058277
1665,2.606598610842555
1666,2.607061220478429
1667,2.621826395962121
1668,2.6099993676708433
1669,2.603258981165991
1670,2.6134363636862163
1671,2.5987022004376774
1672,2.6323922058163824
1673,2.605407460753597
1674,2.5949617654296357
1675,2.5738334810211194
1676,2.5718945580227155
1677,2.581068905473135
1678,2.6438076866868347
1679,2.6201185729664243
1680,2.6072370430694614
1681,2.589963872635857
1682,2.6040497535246248
1683,2.5739160536394223
1684,2.575752426071594
1685,2.5700791569344545
1686,2.5689629820653566
1687,2.570834052353754
1688,2.580150060759424
1689,2.581712612893088
1690,2.577817673449087
1691,2.574353429063667
1692,2.596437671611709
1693,2.571065830344041
1694,2.5717395036324655
1695,2.5682796123135425
1696,2.6045980734846506
1697,2.5701792557317673
1698,2.620803086291612
1699,2.609288176551527
1700,2.5975541735125875
1701,2.601250009902075
1702,2.5970608362768637
1703,2.5959853750743798
1704,2.602044180178467
1705,2.592033620517635
1706,2.6351654655764962
1707,2.5813248270994356
1708,2.583027561002693
1709,2.5990025515244186
1710,2.5861230070724286
1711,2.5957387387626616
1712,2.5983681106424856
1713,2.5980039005412108
1714,2.590599286318392
1715,2.5801528902044932
1716,2.576832341636666
1717,2.5744904978468104
1718,2.565002598557271
1719,2.5845974218197014
1720,2.5967373983619693
1721,2.574674601967434
1722,2.5593241343481266
1723,2.564321385892586
1724,2.582321222524211
1725,2.5903584278091487
1726,2.579493086209064
1727,2.559415676998352
1728,2.575537920542969
1729,2.5650473075953184
1730,2.5671995442872326
1731,2.540987369438671
1732,2.539016448737909
1733,2.5399195150719525
1734,2.544529279706382
1735,2.5498788154864593
1736,2.539487509715795
1737,2.619871462928263
1738,2.5967874969820515
1739,2.606643601609535
1740,2.5779396867696494
1741,2.5694216952114552
1742,2.5645739882156358
1743,2.5679964966447764
1744,2.6137317101060256
1745,2.5863494354232817
1746,2.5891898700245495
1747,2.585159559356456
1748,2.5964398806913818
1749,2.55796361184515
1750,2.557204600874738
1751,2.602781738269585
1752,2.540890337906995
1753,2.558430461569805
1754,2.588375322863891
1755,2.559525060044916
1756,2.542388047594479
1757,2.5383076927729302
1758,2.545105232202711
1759,2.5599843589620104
1760,2.564838901090881
1761,2.5564194419442705
1762,2.5694484145571117
1763,2.5611902405636036
1764,2.5347938941223593
1765,2.5755765947475107
1766,2.576292056914938
1767,2.5963450126502665
1768,2.551173556106137
1769,2.56610672972705
1770,2.5597213560896432
1771,2.54528343831702
1772,2.5514114313716294
1773,2.5409115430206786
1774,2.5555031121220004
1775,2.547672681492429
1776,2.5465151717555736
1777,2.5302274592678584
1778,2.5535678495476435
1779,2.5387472773107502
1780,2.569696628860222
1781,2.543707322516934
1782,2.5184389643237686
1783,2.5519227662358546
1784,2.5294371919543677
1785,2.534401183693692
1786,2.5457550477547786
1787,2.56095194191592
1788,2.4989009700596307
1789,2.522731759664824
1790,2.5038385253902655
1791,2.5799212849044877
1792,2.5688235621770086
1793,2.5524847387148526
1794,2.5604081774822363
1795,2.5489248186851827
1796,2.5439217967431875
1797,2.549637363013003
1798,2.5385053033371587
1799,2.53305961178831
1800,2.537650467140762
1801,2.5462461712741895
1802,2.5563052816398506
1803,2.5593315959383
1804,2.5487657832947836
1805,2.550759635262966
1806,2.5545756840938982
1807,2.550727154124678
1808,2.5389726303089124
1809,2.5422111560780367
1810,2.5489211186281304
1811,2.525913472675785
1812,2.531690938041506
1813,2.545410704546593
1814,2.518801512896606
1815,2.4968166699522674
1816,2.524404095701023
1817,2.523106578034204
1818,2.5471811166313656
1819,2.542978523947313
1820,2.50267304226615
1821,2.5388803917929286
1822,2.551461321213287
1823,2.4949647354819637
1824,2.5454176998053875
1825,2.5471531605136297
1826,2.5268368740242417
1827,2.5350933432863556
1828,2.548809217004697
1829,2.5309003945876283
1830,2.547479202178609
1831,2.564753216803027
1832,2.535307425707375
1833,2.5541654711856125
1834,2.5463008752506058
1835,2.5486200755982846
1836,2.549433510985616
1837,2.524494224146386
1838,2.5400826876715707
1839,2.5328980916321147
1840,2.5581137878699884
1841,2.5516283681935765
1842,2.522659100704067
1843,2.546235054608239
1844,2.547684132746598
1845,2.551696605965533
1846,2.5529817670660098
1847,2.559555224014524
1848,2.4971846888934452
1849,2.540244214408318
1850,2.5382879894049544
1851,2.553324830111466
1852,2.543510057582476
1853,2.546575579750903
1854,2.5671171248425186
1855,2.558980257951835
1856,2.5911354561514774
1857,2.546509377260382
1858,2.56550879581037
1859,2.5497006635890553
1860,2.5548663933505495
1861,2.5491761106668083
1862,2.613483212213222
1863,2.6127594601385065
1864,2.6127662977713277
1865,2.608438625035293
1866,2.6105873541135107
1867,2.591012686410363
1868,2.608257751362612
1869,2.5833895566401
1870,2.5896930088171564
1871,2.5906952951876394
1872,2.5688205277877345
1873,2.586661524898567
1874,2.563638967150442
1875,2.5838408980548735
1876,2.579209191241644
1877,2.587800434247771
1878,2.5869680835645887
1879,2.54740159105305
1880,2.5508072490577027
1881,2.5948931346074153
1882,2.600497575775167
1883,2.57947820273211
1884,2.586773564990363
1885,2.595017865526054
1886,2.6063375788460434
1887,2.587565393036014
1888,2.607619887613421
1889,2.569155985292416
